seed,round_no,strategy,game_no,num1,num2,num3,num4,num5,num6,match_count,has_bonus,prize
1,1156,random,5,1,2,21,35,43,44,0,0,꽝
1,1157,random,1,5,8,9,17,32,37,1,0,꽝
1,1157,random,2,7,14,25,29,31,42,2,0,꽝
1,1157,random,3,1,2,25,28,32,39,1,1,꽝
1,1157,random,4,7,15,18,29,38,45,1,0,꽝
1,1157,random,5,1,2,21,35,43,44,0,0,꽝
1,1158,random,1,5,8,9,17,32,37,2,0,꽝
1,1158,random,2,7,14,25,29,31,42,1,0,꽝
1,1158,random,3,1,2,25,28,32,39,2,0,꽝
1,1158,random,4,7,15,18,29,38,45,1,0,꽝
1,1158,random,5,1,2,21,35,43,44,1,0,꽝
1,1159,random,1,5,8,9,17,32,37,1,0,꽝
1,1159,random,2,7,14,25,29,31,42,0,1,꽝
1,1159,random,3,1,2,25,28,32,39,2,0,꽝
1,1159,random,4,7,15,18,29,38,45,1,1,꽝
1,1159,random,5,1,2,21,35,43,44,0,0,꽝
1,1160,random,1,5,8,9,17,32,37,0,0,꽝
1,1160,random,2,7,14,25,29,31,42,1,0,꽝
1,1160,random,3,1,2,25,28,32,39,1,0,꽝
1,1160,random,4,7,15,18,29,38,45,3,0,5등
1,1160,random,5,1,2,21,35,43,44,0,0,꽝
1,1161,random,1,5,8,9,17,32,37,0,1,꽝
1,1161,random,2,7,14,25,29,31,42,1,0,꽝
1,1161,random,3,1,2,25,28,32,39,1,0,꽝
1,1161,random,4,7,15,18,29,38,45,0,0,꽝
1,1161,random,5,1,2,21,35,43,44,1,0,꽝
1,1162,random,1,5,8,9,17,32,37,0,0,꽝
1,1162,random,2,7,14,25,29,31,42,2,0,꽝
1,1162,random,3,1,2,25,28,32,39,2,0,꽝
1,1162,random,4,7,15,18,29,38,45,1,0,꽝
1,1162,random,5,1,2,21,35,43,44,1,0,꽝
1,1163,random,1,5,8,9,17,32,37,0,0,꽝
1,1163,random,2,7,14,25,29,31,42,0,0,꽝
1,1163,random,3,1,2,25,28,32,39,1,0,꽝
1,1163,random,4,7,15,18,29,38,45,1,0,꽝
1,1163,random,5,1,2,21,35,43,44,2,0,꽝
1,1164,random,1,5,8,9,17,32,37,1,0,꽝
1,1164,random,2,7,14,25,29,31,42,1,0,꽝
1,1164,random,3,1,2,25,28,32,39,2,0,꽝
1,1164,random,4,7,15,18,29,38,45,2,0,꽝
1,1164,random,5,1,2,21,35,43,44,0,0,꽝
1,1165,random,1,5,8,9,17,32,37,0,1,꽝
1,1165,random,2,7,14,25,29,31,42,2,0,꽝
1,1165,random,3,1,2,25,28,32,39,0,0,꽝
1,1165,random,4,7,15,18,29,38,45,4,0,4등
1,1165,random,5,1,2,21,35,43,44,0,0,꽝
1,1166,random,1,5,8,9,17,32,37,0,0,꽝
1,1166,random,2,7,14,25,29,31,42,4,0,4등
1,1166,random,3,1,2,25,28,32,39,1,0,꽝
1,1166,random,4,7,15,18,29,38,45,1,0,꽝
1,1166,random,5,1,2,21,35,43,44,0,0,꽝
1,1167,random,1,5,8,9,17,32,37,1,0,꽝
1,1167,random,2,7,14,25,29,31,42,1,0,꽝
1,1167,random,3,1,2,25,28,32,39,1,0,꽝
1,1167,random,4,7,15,18,29,38,45,0,0,꽝
1,1167,random,5,1,2,21,35,43,44,1,0,꽝
1,1168,random,1,5,8,9,17,32,37,2,0,꽝
1,1168,random,2,7,14,25,29,31,42,0,1,꽝
1,1168,random,3,1,2,25,28,32,39,0,0,꽝
1,1168,random,4,7,15,18,29,38,45,0,1,꽝
1,1168,random,5,1,2,21,35,43,44,1,0,꽝
1,1169,random,1,5,8,9,17,32,37,1,0,꽝
1,1169,random,2,7,14,25,29,31,42,1,0,꽝
1,1169,random,3,1,2,25,28,32,39,1,0,꽝
1,1169,random,4,7,15,18,29,38,45,0,0,꽝
1,1169,random,5,1,2,21,35,43,44,0,0,꽝
1,1170,random,1,5,8,9,17,32,37,0,0,꽝
1,1170,random,2,7,14,25,29,31,42,1,1,꽝
1,1170,random,3,1,2,25,28,32,39,1,1,꽝
1,1170,random,4,7,15,18,29,38,45,1,0,꽝
1,1170,random,5,1,2,21,35,43,44,0,0,꽝
1,1171,random,1,5,8,9,17,32,37,1,0,꽝
1,1171,random,2,7,14,25,29,31,42,1,0,꽝
1,1171,random,3,1,2,25,28,32,39,0,0,꽝
1,1171,random,4,7,15,18,29,38,45,1,0,꽝
1,1171,random,5,1,2,21,35,43,44,0,0,꽝
1,1172,random,1,5,8,9,17,32,37,1,0,꽝
1,1172,random,2,7,14,25,29,31,42,2,0,꽝
1,1172,random,3,1,2,25,28,32,39,0,0,꽝
1,1172,random,4,7,15,18,29,38,45,1,1,꽝
1,1172,random,5,1,2,21,35,43,44,1,0,꽝
1,1173,random,1,5,8,9,17,32,37,1,0,꽝
1,1173,random,2,7,14,25,29,31,42,0,0,꽝
1,1173,random,3,1,2,25,28,32,39,1,0,꽝
1,1173,random,4,7,15,18,29,38,45,1,0,꽝
1,1173,random,5,1,2,21,35,43,44,2,0,꽝
1,1174,random,1,5,8,9,17,32,37,2,0,꽝
1,1174,random,2,7,14,25,29,31,42,1,0,꽝
1,1174,random,3,1,2,25,28,32,39,1,0,꽝
1,1174,random,4,7,15,18,29,38,45,0,0,꽝
1,1174,random,5,1,2,21,35,43,44,0,0,꽝
1,1175,random,1,5,8,9,17,32,37,2,0,꽝
1,1175,random,2,7,14,25,29,31,42,1,1,꽝
1,1175,random,3,1,2,25,28,32,39,1,0,꽝
1,1175,random,4,7,15,18,29,38,45,0,0,꽝
1,1175,random,5,1,2,21,35,43,44,0,0,꽝
1,1176,random,1,5,8,9,17,32,37,1,0,꽝
1,1176,random,2,7,14,25,29,31,42,1,1,꽝
1,1176,random,3,1,2,25,28,32,39,0,0,꽝
1,1176,random,4,7,15,18,29,38,45,1,1,꽝
1,1176,random,5,1,2,21,35,43,44,2,0,꽝
1,1177,random,1,5,8,9,17,32,37,0,0,꽝
1,1177,random,2,7,14,25,29,31,42,1,0,꽝
1,1177,random,3,1,2,25,28,32,39,0,0,꽝
1,1177,random,4,7,15,18,29,38,45,2,0,꽝
1,1177,random,5,1,2,21,35,43,44,1,1,꽝
1,1178,random,1,5,8,9,17,32,37,1,1,꽝
1,1178,random,2,7,14,25,29,31,42,0,0,꽝
1,1178,random,3,1,2,25,28,32,39,0,0,꽝
1,1178,random,4,7,15,18,29,38,45,0,0,꽝
1,1178,random,5,1,2,21,35,43,44,2,0,꽝
1,1179,random,1,5,8,9,17,32,37,0,0,꽝
1,1179,random,2,7,14,25,29,31,42,0,0,꽝
1,1179,random,3,1,2,25,28,32,39,0,0,꽝
1,1179,random,4,7,15,18,29,38,45,1,0,꽝
1,1179,random,5,1,2,21,35,43,44,1,1,꽝
1,1180,random,1,5,8,9,17,32,37,1,0,꽝
1,1180,random,2,7,14,25,29,31,42,0,0,꽝
1,1180,random,3,1,2,25,28,32,39,0,0,꽝
1,1180,random,4,7,15,18,29,38,45,1,0,꽝
1,1180,random,5,1,2,21,35,43,44,0,0,꽝
1,1181,random,1,5,8,9,17,32,37,1,0,꽝
1,1181,random,2,7,14,25,29,31,42,1,0,꽝
1,1181,random,3,1,2,25,28,32,39,0,1,꽝
1,1181,random,4,7,15,18,29,38,45,0,0,꽝
1,1181,random,5,1,2,21,35,43,44,0,0,꽝
1,1182,random,1,5,8,9,17,32,37,0,0,꽝
1,1182,random,2,7,14,25,29,31,42,2,0,꽝
1,1182,random,3,1,2,25,28,32,39,3,0,5등
1,1182,random,4,7,15,18,29,38,45,0,0,꽝
1,1182,random,5,1,2,21,35,43,44,2,0,꽝
1,1183,random,1,5,8,9,17,32,37,1,0,꽝
1,1183,random,2,7,14,25,29,31,42,0,1,꽝
1,1183,random,3,1,2,25,28,32,39,0,0,꽝
1,1183,random,4,7,15,18,29,38,45,1,0,꽝
1,1183,random,5,1,2,21,35,43,44,0,0,꽝
1,1184,random,1,5,8,9,17,32,37,1,0,꽝
1,1184,random,2,7,14,25,29,31,42,3,1,5등
1,1184,random,3,1,2,25,28,32,39,1,0,꽝
1,1184,random,4,7,15,18,29,38,45,0,0,꽝
1,1184,random,5,1,2,21,35,43,44,0,0,꽝
1,1185,random,1,5,8,9,17,32,37,2,0,꽝
1,1185,random,2,7,14,25,29,31,42,1,0,꽝
1,1185,random,3,1,2,25,28,32,39,2,0,꽝
1,1185,random,4,7,15,18,29,38,45,1,1,꽝
1,1185,random,5,1,2,21,35,43,44,0,0,꽝
1,1186,random,1,5,8,9,17,32,37,1,0,꽝
1,1186,random,2,7,14,25,29,31,42,0,0,꽝
1,1186,random,3,1,2,25,28,32,39,2,0,꽝
1,1186,random,4,7,15,18,29,38,45,0,0,꽝
1,1186,random,5,1,2,21,35,43,44,1,1,꽝
1,1187,random,1,5,8,9,17,32,37,2,0,꽝
1,1187,random,2,7,14,25,29,31,42,1,1,꽝
1,1187,random,3,1,2,25,28,32,39,0,0,꽝
1,1187,random,4,7,15,18,29,38,45,1,0,꽝
1,1187,random,5,1,2,21,35,43,44,0,0,꽝
1,1188,random,1,5,8,9,17,32,37,0,1,꽝
1,1188,random,2,7,14,25,29,31,42,0,0,꽝
1,1188,random,3,1,2,25,28,32,39,0,0,꽝
1,1188,random,4,7,15,18,29,38,45,0,0,꽝
1,1188,random,5,1,2,21,35,43,44,0,0,꽝
1,1189,random,1,5,8,9,17,32,37,2,0,꽝
1,1189,random,2,7,14,25,29,31,42,1,1,꽝
1,1189,random,3,1,2,25,28,32,39,0,0,꽝
1,1189,random,4,7,15,18,29,38,45,2,0,꽝
1,1189,random,5,1,2,21,35,43,44,1,0,꽝
1,1190,random,1,5,8,9,17,32,37,1,0,꽝
1,1190,random,2,7,14,25,29,31,42,1,0,꽝
1,1190,random,3,1,2,25,28,32,39,0,0,꽝
1,1190,random,4,7,15,18,29,38,45,2,0,꽝
1,1190,random,5,1,2,21,35,43,44,0,0,꽝
1,1191,random,1,5,8,9,17,32,37,0,0,꽝
1,1191,random,2,7,14,25,29,31,42,0,0,꽝
1,1191,random,3,1,2,25,28,32,39,1,1,꽝
1,1191,random,4,7,15,18,29,38,45,0,0,꽝
1,1191,random,5,1,2,21,35,43,44,1,1,꽝
1,1192,random,1,5,8,9,17,32,37,0,0,꽝
1,1192,random,2,7,14,25,29,31,42,0,0,꽝
1,1192,random,3,1,2,25,28,32,39,1,0,꽝
1,1192,random,4,7,15,18,29,38,45,0,0,꽝
1,1192,random,5,1,2,21,35,43,44,0,0,꽝
1,1193,random,1,5,8,9,17,32,37,1,1,꽝
1,1193,random,2,7,14,25,29,31,42,0,0,꽝
1,1193,random,3,1,2,25,28,32,39,1,0,꽝
1,1193,random,4,7,15,18,29,38,45,0,0,꽝
1,1193,random,5,1,2,21,35,43,44,0,0,꽝
1,1194,random,1,5,8,9,17,32,37,1,0,꽝
1,1194,random,2,7,14,25,29,31,42,0,0,꽝
1,1194,random,3,1,2,25,28,32,39,0,1,꽝
1,1194,random,4,7,15,18,29,38,45,1,0,꽝
1,1194,random,5,1,2,21,35,43,44,0,1,꽝
1,1195,random,1,5,8,9,17,32,37,0,1,꽝
1,1195,random,2,7,14,25,29,31,42,0,0,꽝
1,1195,random,3,1,2,25,28,32,39,0,0,꽝
1,1195,random,4,7,15,18,29,38,45,1,0,꽝
1,1195,random,5,1,2,21,35,43,44,0,0,꽝
1,1196,random,1,5,8,9,17,32,37,1,0,꽝
1,1196,random,2,7,14,25,29,31,42,1,1,꽝
1,1196,random,3,1,2,25,28,32,39,0,0,꽝
1,1196,random,4,7,15,18,29,38,45,3,0,5등
1,1196,random,5,1,2,21,35,43,44,0,0,꽝
1,1197,random,1,5,8,9,17,32,37,1,0,꽝
1,1197,random,2,7,14,25,29,31,42,1,0,꽝
1,1197,random,3,1,2,25,28,32,39,2,0,꽝
1,1197,random,4,7,15,18,29,38,45,1,0,꽝
1,1197,random,5,1,2,21,35,43,44,2,0,꽝
1,1198,random,1,5,8,9,17,32,37,0,0,꽝
1,1198,random,2,7,14,25,29,31,42,0,0,꽝
1,1198,random,3,1,2,25,28,32,39,1,0,꽝
1,1198,random,4,7,15,18,29,38,45,1,0,꽝
1,1198,random,5,1,2,21,35,43,44,0,1,꽝
1,1199,random,1,5,8,9,17,32,37,1,0,꽝
1,1199,random,2,7,14,25,29,31,42,2,1,꽝
1,1199,random,3,1,2,25,28,32,39,2,0,꽝
1,1199,random,4,7,15,18,29,38,45,0,1,꽝
1,1199,random,5,1,2,21,35,43,44,0,0,꽝
1,1200,random,1,5,8,9,17,32,37,1,0,꽝
1,1200,random,2,7,14,25,29,31,42,0,0,꽝
1,1200,random,3,1,2,25,28,32,39,3,0,5등
1,1200,random,4,7,15,18,29,38,45,0,1,꽝
1,1200,random,5,1,2,21,35,43,44,2,0,꽝
1,1201,random,1,5,8,9,17,32,37,1,1,꽝
1,1201,random,2,7,14,25,29,31,42,1,0,꽝
1,1201,random,3,1,2,25,28,32,39,0,0,꽝
1,1201,random,4,7,15,18,29,38,45,1,0,꽝
1,1201,random,5,1,2,21,35,43,44,1,0,꽝
1,1202,random,1,5,8,9,17,32,37,2,0,꽝
1,1202,random,2,7,14,25,29,31,42,0,1,꽝
1,1202,random,3,1,2,25,28,32,39,0,0,꽝
1,1202,random,4,7,15,18,29,38,45,0,1,꽝
1,1202,random,5,1,2,21,35,43,44,1,0,꽝
1,1203,random,1,5,8,9,17,32,37,0,0,꽝
1,1203,random,2,7,14,25,29,31,42,1,0,꽝
1,1203,random,3,1,2,25,28,32,39,1,0,꽝
1,1203,random,4,7,15,18,29,38,45,2,0,꽝
1,1203,random,5,1,2,21,35,43,44,1,0,꽝
1,1204,random,1,5,8,9,17,32,37,1,0,꽝
1,1204,random,2,7,14,25,29,31,42,1,0,꽝
1,1204,random,3,1,2,25,28,32,39,1,0,꽝
1,1204,random,4,7,15,18,29,38,45,0,0,꽝
1,1204,random,5,1,2,21,35,43,44,1,0,꽝
1,1205,random,1,5,8,9,17,32,37,0,0,꽝
1,1205,random,2,7,14,25,29,31,42,1,0,꽝
1,1205,random,3,1,2,25,28,32,39,1,1,꽝
1,1205,random,4,7,15,18,29,38,45,0,0,꽝
1,1205,random,5,1,2,21,35,43,44,1,1,꽝
1,1206,random,1,5,8,9,17,32,37,1,0,꽝
1,1206,random,2,7,14,25,29,31,42,1,0,꽝
1,1206,random,3,1,2,25,28,32,39,1,0,꽝
1,1206,random,4,7,15,18,29,38,45,0,0,꽝
1,1206,random,5,1,2,21,35,43,44,1,0,꽝
1,1207,random,1,5,8,9,17,32,37,0,0,꽝
1,1207,random,2,7,14,25,29,31,42,0,0,꽝
1,1207,random,3,1,2,25,28,32,39,0,0,꽝
1,1207,random,4,7,15,18,29,38,45,2,0,꽝
1,1207,random,5,1,2,21,35,43,44,0,0,꽝
1,1208,random,1,5,8,9,17,32,37,0,0,꽝
1,1208,random,2,7,14,25,29,31,42,1,1,꽝
1,1208,random,3,1,2,25,28,32,39,0,1,꽝
1,1208,random,4,7,15,18,29,38,45,1,0,꽝
1,1208,random,5,1,2,21,35,43,44,0,0,꽝
1,1209,random,1,5,8,9,17,32,37,2,0,꽝
1,1209,random,2,7,14,25,29,31,42,0,0,꽝
1,1209,random,3,1,2,25,28,32,39,2,0,꽝
1,1209,random,4,7,15,18,29,38,45,0,0,꽝
1,1209,random,5,1,2,21,35,43,44,2,0,꽝
1,1210,random,1,5,8,9,17,32,37,2,0,꽝
1,1210,random,2,7,14,25,29,31,42,1,1,꽝
1,1210,random,3,1,2,25,28,32,39,1,0,꽝
1,1210,random,4,7,15,18,29,38,45,2,0,꽝
1,1210,random,5,1,2,21,35,43,44,1,0,꽝
1,1211,random,1,5,8,9,17,32,37,0,0,꽝
1,1211,random,2,7,14,25,29,31,42,0,0,꽝
1,1211,random,3,1,2,25,28,32,39,0,0,꽝
1,1211,random,4,7,15,18,29,38,45,1,0,꽝
1,1211,random,5,1,2,21,35,43,44,1,0,꽝
1,1212,random,1,5,8,9,17,32,37,2,0,꽝
1,1212,random,2,7,14,25,29,31,42,2,0,꽝
1,1212,random,3,1,2,25,28,32,39,1,0,꽝
1,1212,random,4,7,15,18,29,38,45,0,1,꽝
1,1212,random,5,1,2,21,35,43,44,1,0,꽝
1,1213,random,1,5,8,9,17,32,37,1,0,꽝
1,1213,random,2,7,14,25,29,31,42,1,0,꽝
1,1213,random,3,1,2,25,28,32,39,1,1,꽝
1,1213,random,4,7,15,18,29,38,45,1,0,꽝
1,1213,random,5,1,2,21,35,43,44,0,1,꽝
1,1214,random,1,5,8,9,17,32,37,0,0,꽝
1,1214,random,2,7,14,25,29,31,42,0,1,꽝
1,1214,random,3,1,2,25,28,32,39,0,0,꽝
1,1214,random,4,7,15,18,29,38,45,1,0,꽝
1,1214,random,5,1,2,21,35,43,44,0,0,꽝
1,1215,random,1,5,8,9,17,32,37,0,0,꽝
1,1215,random,2,7,14,25,29,31,42,0,0,꽝
1,1215,random,3,1,2,25,28,32,39,0,1,꽝
1,1215,random,4,7,15,18,29,38,45,2,0,꽝
1,1215,random,5,1,2,21,35,43,44,2,0,꽝
1,1216,random,1,5,8,9,17,32,37,0,0,꽝
1,1216,random,2,7,14,25,29,31,42,1,1,꽝
1,1216,random,3,1,2,25,28,32,39,0,1,꽝
1,1216,random,4,7,15,18,29,38,45,1,0,꽝
1,1216,random,5,1,2,21,35,43,44,0,0,꽝
1,1217,random,1,5,8,9,17,32,37,1,0,꽝
1,1217,random,2,7,14,25,29,31,42,2,0,꽝
1,1217,random,3,1,2,25,28,32,39,0,0,꽝
1,1217,random,4,7,15,18,29,38,45,2,0,꽝
1,1217,random,5,1,2,21,35,43,44,0,0,꽝
1,1218,random,1,5,8,9,17,32,37,1,0,꽝
1,1218,random,2,7,14,25,29,31,42,2,1,꽝
1,1218,random,3,1,2,25,28,32,39,2,1,꽝
1,1218,random,4,7,15,18,29,38,45,1,0,꽝
1,1218,random,5,1,2,21,35,43,44,0,0,꽝
1,1219,random,1,5,8,9,17,32,37,0,0,꽝
1,1219,random,2,7,14,25,29,31,42,0,1,꽝
1,1219,random,3,1,2,25,28,32,39,4,0,4등
1,1219,random,4,7,15,18,29,38,45,2,0,꽝
1,1219,random,5,1,2,21,35,43,44,2,0,꽝
1,1220,random,1,5,8,9,17,32,37,0,0,꽝
1,1220,random,2,7,14,25,29,31,42,1,0,꽝
1,1220,random,3,1,2,25,28,32,39,3,0,5등
1,1220,random,4,7,15,18,29,38,45,0,0,꽝
1,1220,random,5,1,2,21,35,43,44,2,0,꽝
1,1221,random,1,5,8,9,17,32,37,0,1,꽝
1,1221,random,2,7,14,25,29,31,42,0,0,꽝
1,1221,random,3,1,2,25,28,32,39,1,0,꽝
1,1221,random,4,7,15,18,29,38,45,1,0,꽝
1,1221,random,5,1,2,21,35,43,44,0,0,꽝
1,1222,random,1,5,8,9,17,32,37,2,0,꽝
1,1222,random,2,7,14,25,29,31,42,0,0,꽝
1,1222,random,3,1,2,25,28,32,39,1,0,꽝
1,1222,random,4,7,15,18,29,38,45,0,0,꽝
1,1222,random,5,1,2,21,35,43,44,0,0,꽝
1,1223,random,1,5,8,9,17,32,37,1,0,꽝
1,1223,random,2,7,14,25,29,31,42,0,0,꽝
1,1223,random,3,1,2,25,28,32,39,2,0,꽝
1,1223,random,4,7,15,18,29,38,45,1,0,꽝
1,1223,random,5,1,2,21,35,43,44,0,0,꽝
1,1224,random,1,5,8,9,17,32,37,1,0,꽝
1,1224,random,2,7,14,25,29,31,42,0,0,꽝
1,1224,random,3,1,2,25,28,32,39,0,1,꽝
1,1224,random,4,7,15,18,29,38,45,2,0,꽝
1,1224,random,5,1,2,21,35,43,44,2,0,꽝
1,1225,random,1,5,8,9,17,32,37,2,0,꽝
1,1225,random,2,7,14,25,29,31,42,2,0,꽝
1,1225,random,3,1,2,25,28,32,39,1,0,꽝
1,1225,random,4,7,15,18,29,38,45,0,0,꽝
1,1225,random,5,1,2,21,35,43,44,0,0,꽝
2,926,random,1,4,6,11,20,24,44,1,1,꽝
2,926,random,2,3,14,17,38,39,44,0,0,꽝
2,926,random,3,11,26,28,33,41,44,0,0,꽝
2,926,random,4,3,18,24,29,33,35,1,0,꽝
2,926,random,5,2,21,24,25,28,30,1,0,꽝
2,927,random,1,4,6,11,20,24,44,1,0,꽝
2,927,random,2,3,14,17,38,39,44,1,0,꽝
2,927,random,3,11,26,28,33,41,44,1,1,꽝
2,927,random,4,3,18,24,29,33,35,0,0,꽝
2,927,random,5,2,21,24,25,28,30,0,0,꽝
2,928,random,1,4,6,11,20,24,44,3,0,5등
2,928,random,2,3,14,17,38,39,44,2,0,꽝
2,928,random,3,11,26,28,33,41,44,2,0,꽝
2,928,random,4,3,18,24,29,33,35,1,0,꽝
2,928,random,5,2,21,24,25,28,30,1,1,꽝
2,929,random,1,4,6,11,20,24,44,0,1,꽝
2,929,random,2,3,14,17,38,39,44,0,0,꽝
2,929,random,3,11,26,28,33,41,44,0,0,꽝
2,929,random,4,3,18,24,29,33,35,0,0,꽝
2,929,random,5,2,21,24,25,28,30,0,0,꽝
2,930,random,1,4,6,11,20,24,44,1,0,꽝
2,930,random,2,3,14,17,38,39,44,3,0,5등
2,930,random,3,11,26,28,33,41,44,1,1,꽝
2,930,random,4,3,18,24,29,33,35,0,0,꽝
2,930,random,5,2,21,24,25,28,30,2,1,꽝
2,931,random,1,4,6,11,20,24,44,0,0,꽝
2,931,random,2,3,14,17,38,39,44,1,0,꽝
2,931,random,3,11,26,28,33,41,44,0,0,꽝
2,931,random,4,3,18,24,29,33,35,1,0,꽝
2,931,random,5,2,21,24,25,28,30,1,0,꽝
2,932,random,1,4,6,11,20,24,44,1,0,꽝
2,932,random,2,3,14,17,38,39,44,1,0,꽝
2,932,random,3,11,26,28,33,41,44,0,0,꽝
2,932,random,4,3,18,24,29,33,35,0,0,꽝
2,932,random,5,2,21,24,25,28,30,0,0,꽝
2,933,random,1,4,6,11,20,24,44,0,0,꽝
2,933,random,2,3,14,17,38,39,44,0,0,꽝
2,933,random,3,11,26,28,33,41,44,0,0,꽝
2,933,random,4,3,18,24,29,33,35,1,0,꽝
2,933,random,5,2,21,24,25,28,30,0,0,꽝
2,934,random,1,4,6,11,20,24,44,0,0,꽝
2,934,random,2,3,14,17,38,39,44,2,0,꽝
2,934,random,3,11,26,28,33,41,44,1,0,꽝
2,934,random,4,3,18,24,29,33,35,2,0,꽝
2,934,random,5,2,21,24,25,28,30,1,0,꽝
2,935,random,1,4,6,11,20,24,44,3,0,5등
2,935,random,2,3,14,17,38,39,44,2,0,꽝
2,935,random,3,11,26,28,33,41,44,1,0,꽝
2,935,random,4,3,18,24,29,33,35,0,1,꽝
2,935,random,5,2,21,24,25,28,30,0,0,꽝
2,936,random,1,4,6,11,20,24,44,1,0,꽝
2,936,random,2,3,14,17,38,39,44,1,0,꽝
2,936,random,3,11,26,28,33,41,44,1,0,꽝
2,936,random,4,3,18,24,29,33,35,2,0,꽝
2,936,random,5,2,21,24,25,28,30,0,0,꽝
2,937,random,1,4,6,11,20,24,44,0,0,꽝
2,937,random,2,3,14,17,38,39,44,0,0,꽝
2,937,random,3,11,26,28,33,41,44,0,1,꽝
2,937,random,4,3,18,24,29,33,35,1,0,꽝
2,937,random,5,2,21,24,25,28,30,1,0,꽝
2,938,random,1,4,6,11,20,24,44,1,0,꽝
2,938,random,2,3,14,17,38,39,44,0,0,꽝
2,938,random,3,11,26,28,33,41,44,0,0,꽝
2,938,random,4,3,18,24,29,33,35,0,0,꽝
2,938,random,5,2,21,24,25,28,30,0,0,꽝
2,939,random,1,4,6,11,20,24,44,2,1,꽝
2,939,random,2,3,14,17,38,39,44,1,0,꽝
2,939,random,3,11,26,28,33,41,44,2,0,꽝
2,939,random,4,3,18,24,29,33,35,0,0,꽝
2,939,random,5,2,21,24,25,28,30,1,0,꽝
2,940,random,1,4,6,11,20,24,44,2,1,꽝
2,940,random,2,3,14,17,38,39,44,1,0,꽝
2,940,random,3,11,26,28,33,41,44,1,1,꽝
2,940,random,4,3,18,24,29,33,35,2,0,꽝
2,940,random,5,2,21,24,25,28,30,1,0,꽝
2,941,random,1,4,6,11,20,24,44,0,0,꽝
2,941,random,2,3,14,17,38,39,44,2,0,꽝
2,941,random,3,11,26,28,33,41,44,0,0,꽝
2,941,random,4,3,18,24,29,33,35,0,1,꽝
2,941,random,5,2,21,24,25,28,30,1,0,꽝
2,942,random,1,4,6,11,20,24,44,0,0,꽝
2,942,random,2,3,14,17,38,39,44,0,1,꽝
2,942,random,3,11,26,28,33,41,44,0,0,꽝
2,942,random,4,3,18,24,29,33,35,2,0,꽝
2,942,random,5,2,21,24,25,28,30,0,0,꽝
2,943,random,1,4,6,11,20,24,44,1,0,꽝
2,943,random,2,3,14,17,38,39,44,1,1,꽝
2,943,random,3,11,26,28,33,41,44,1,0,꽝
2,943,random,4,3,18,24,29,33,35,0,0,꽝
2,943,random,5,2,21,24,25,28,30,0,0,꽝
2,944,random,1,4,6,11,20,24,44,0,0,꽝
2,944,random,2,3,14,17,38,39,44,0,0,꽝
2,944,random,3,11,26,28,33,41,44,1,0,꽝
2,944,random,4,3,18,24,29,33,35,1,0,꽝
2,944,random,5,2,21,24,25,28,30,1,0,꽝
2,945,random,1,4,6,11,20,24,44,0,0,꽝
2,945,random,2,3,14,17,38,39,44,0,0,꽝
2,945,random,3,11,26,28,33,41,44,1,1,꽝
2,945,random,4,3,18,24,29,33,35,1,0,꽝
2,945,random,5,2,21,24,25,28,30,1,0,꽝
2,946,random,1,4,6,11,20,24,44,0,1,꽝
2,946,random,2,3,14,17,38,39,44,0,0,꽝
2,946,random,3,11,26,28,33,41,44,0,0,꽝
2,946,random,4,3,18,24,29,33,35,1,0,꽝
2,946,random,5,2,21,24,25,28,30,1,0,꽝
2,947,random,1,4,6,11,20,24,44,1,0,꽝
2,947,random,2,3,14,17,38,39,44,2,0,꽝
2,947,random,3,11,26,28,33,41,44,0,1,꽝
2,947,random,4,3,18,24,29,33,35,2,0,꽝
2,947,random,5,2,21,24,25,28,30,0,0,꽝
2,948,random,1,4,6,11,20,24,44,0,0,꽝
2,948,random,2,3,14,17,38,39,44,1,0,꽝
2,948,random,3,11,26,28,33,41,44,1,0,꽝
2,948,random,4,3,18,24,29,33,35,1,0,꽝
2,948,random,5,2,21,24,25,28,30,1,0,꽝
2,949,random,1,4,6,11,20,24,44,1,0,꽝
2,949,random,2,3,14,17,38,39,44,2,0,꽝
2,949,random,3,11,26,28,33,41,44,1,0,꽝
2,949,random,4,3,18,24,29,33,35,1,0,꽝
2,949,random,5,2,21,24,25,28,30,1,1,꽝
2,950,random,1,4,6,11,20,24,44,1,0,꽝
2,950,random,2,3,14,17,38,39,44,1,0,꽝
2,950,random,3,11,26,28,33,41,44,1,0,꽝
2,950,random,4,3,18,24,29,33,35,1,0,꽝
2,950,random,5,2,21,24,25,28,30,1,0,꽝
2,951,random,1,4,6,11,20,24,44,0,0,꽝
2,951,random,2,3,14,17,38,39,44,1,1,꽝
2,951,random,3,11,26,28,33,41,44,0,0,꽝
2,951,random,4,3,18,24,29,33,35,0,0,꽝
2,951,random,5,2,21,24,25,28,30,2,0,꽝
2,952,random,1,4,6,11,20,24,44,2,0,꽝
2,952,random,2,3,14,17,38,39,44,0,1,꽝
2,952,random,3,11,26,28,33,41,44,2,0,꽝
2,952,random,4,3,18,24,29,33,35,2,0,꽝
2,952,random,5,2,21,24,25,28,30,1,0,꽝
2,953,random,1,4,6,11,20,24,44,0,0,꽝
2,953,random,2,3,14,17,38,39,44,0,0,꽝
2,953,random,3,11,26,28,33,41,44,0,0,꽝
2,953,random,4,3,18,24,29,33,35,0,0,꽝
2,953,random,5,2,21,24,25,28,30,0,0,꽝
